age,overall,potential,pace,shooting,passing,dribbling,defending,physic,position,nationality,value_eur
26,61,63,67.0,37.0,53.0,52.0,58.0,68.0,RB,Sweden,250000.0
29,61,61,51.0,51.0,56.0,56.0,57.0,73.0,"CDM, CM, CB",Sweden,200000.0
28,61,61,70.0,58.0,58.0,56.0,48.0,58.0,RM,Estonia,250000.0
26,61,64,78.0,45.0,52.0,59.0,54.0,72.0,LB,England,250000.0
25,61,62,77.0,53.0,57.0,61.0,21.0,57.0,"RM, LM",Republic of Ireland,300000.0
27,61,62,75.0,51.0,59.0,66.0,48.0,60.0,RB,Italy,230000.0
26,61,63,61.0,28.0,42.0,36.0,60.0,68.0,CB,England,250000.0
27,61,62,69.0,60.0,57.0,60.0,43.0,65.0,"ST, LW, CAM",Republic of Ireland,300000.0
33,61,61,45.0,61.0,58.0,61.0,59.0,75.0,"RB, RM",Japan,100000.0
28,61,61,59.0,49.0,62.0,63.0,57.0,62.0,"CM, RM",Russia,250000.0
26,61,64,70.0,59.0,46.0,59.0,17.0,60.0,ST,Germany,325000.0
23,61,69,68.0,58.0,37.0,53.0,28.0,69.0,ST,England,375000.0
28,61,61,66.0,46.0,51.0,59.0,59.0,62.0,"CDM, CM, CB",Uzbekistan,200000.0
24,61,68,72.0,26.0,52.0,60.0,58.0,65.0,"RB, CB, LB",England,300000.0
25,61,62,65.0,53.0,58.0,60.0,24.0,52.0,"CAM, CF, CM",France,300000.0
27,61,62,41.0,55.0,58.0,58.0,55.0,71.0,CM,Norway,275000.0
25,61,66,65.0,47.0,61.0,64.0,53.0,52.0,CM,Scotland,325000.0
25,61,65,67.0,59.0,51.0,59.0,37.0,61.0,ST,England,325000.0
27,61,62,57.0,49.0,57.0,55.0,59.0,64.0,"RB, RWB",England,230000.0
27,61,62,57.0,56.0,56.0,56.0,51.0,74.0,"CM, CAM",Republic of Ireland,275000.0
31,61,61,70.0,64.0,62.0,56.0,56.0,63.0,"CDM, CM",Korea Republic,170000.0
25,61,66,59.0,35.0,49.0,55.0,58.0,73.0,"CDM, CM, CB",New Zealand,275000.0
26,61,62,78.0,37.0,49.0,57.0,57.0,79.0,RB,Brazil,240000.0
30,61,61,46.0,59.0,46.0,63.0,48.0,54.0,ST,Poland,240000.0
27,61,61,62.0,59.0,66.0,65.0,46.0,51.0,"CM, CAM, RM",Norway,250000.0
29,61,61,77.0,59.0,52.0,60.0,34.0,61.0,RM,Spain,250000.0
23,61,69,57.0,47.0,61.0,61.0,49.0,62.0,"CM, CDM, LB",England,375000.0
26,61,62,64.0,56.0,57.0,56.0,60.0,71.0,CM,Norway,300000.0
23,61,67,76.0,30.0,43.0,49.0,58.0,67.0,CB,Portugal,300000.0
24,61,67,72.0,43.0,59.0,57.0,54.0,68.0,RB,England,300000.0
23,61,66,63.0,28.0,50.0,60.0,59.0,65.0,"LB, LWB",England,275000.0
23,61,69,83.0,41.0,58.0,66.0,58.0,69.0,"CM, CB, RB",Wales,375000.0
23,61,65,78.0,58.0,45.0,63.0,31.0,64.0,ST,England,325000.0
23,61,65,75.0,62.0,45.0,63.0,16.0,53.0,"ST, LW",England,325000.0
29,61,61,61.0,61.0,45.0,59.0,27.0,63.0,ST,Italy,250000.0
28,61,61,50.0,44.0,43.0,55.0,61.0,66.0,CB,Mexico,200000.0
24,61,65,65.0,51.0,58.0,62.0,53.0,61.0,"CM, CDM",Germany,325000.0
27,61,63,50.0,30.0,37.0,36.0,60.0,73.0,CB,Spain,250000.0
26,61,63,78.0,27.0,45.0,59.0,53.0,72.0,"LWB, RWB",Italy,250000.0
22,61,69,60.0,60.0,49.0,57.0,23.0,52.0,ST,Portugal,375000.0
30,61,61,59.0,39.0,50.0,51.0,58.0,75.0,"CB, LB",United States,190000.0
24,61,64,60.0,57.0,40.0,54.0,36.0,74.0,ST,Norway,325000.0
23,61,66,80.0,53.0,55.0,61.0,47.0,62.0,LM,England,325000.0
23,61,69,75.0,51.0,57.0,67.0,39.0,57.0,CAM,Australia,375000.0
23,61,67,62.0,56.0,60.0,63.0,50.0,67.0,"CM, LM",United States,350000.0
27,61,61,71.0,53.0,57.0,65.0,25.0,56.0,"LW, CAM",Iceland,275000.0
23,61,69,71.0,61.0,44.0,52.0,24.0,62.0,ST,England,375000.0
26,61,62,69.0,53.0,60.0,63.0,48.0,61.0,"CM, CAM",Korea Republic,300000.0
23,61,69,66.0,63.0,54.0,66.0,26.0,54.0,"LM, CAM",France,375000.0
23,61,68,78.0,41.0,52.0,53.0,57.0,59.0,LB,Republic of Ireland,300000.0
24,61,64,57.0,45.0,57.0,63.0,61.0,58.0,CDM,Germany,275000.0
23,61,69,73.0,49.0,62.0,63.0,32.0,55.0,"CM, CDM",Italy,375000.0
24,61,66,71.0,51.0,55.0,67.0,26.0,42.0,"LM, CM",Malta,325000.0
23,61,68,74.0,59.0,60.0,67.0,49.0,66.0,"CM, RM, LM",England,350000.0
26,61,64,65.0,49.0,63.0,62.0,59.0,66.0,"CM, CDM, RM",Saudi Arabia,300000.0
25,61,64,76.0,58.0,56.0,63.0,33.0,66.0,"CAM, LM, RM",Saudi Arabia,325000.0
28,61,63,44.0,24.0,44.0,50.0,58.0,77.0,"CB, LB",Saudi Arabia,240000.0
27,61,62,82.0,55.0,54.0,63.0,51.0,61.0,"LWB, LW, RWB",England,230000.0
22,61,70,73.0,41.0,51.0,55.0,59.0,62.0,"LWB, LB",England,325000.0
25,61,64,65.0,50.0,58.0,56.0,58.0,63.0,"RB, CM, RM",Switzerland,250000.0
24,61,62,64.0,35.0,54.0,60.0,57.0,61.0,RB,France,250000.0
23,61,68,44.0,36.0,42.0,41.0,60.0,72.0,CB,Netherlands,300000.0
28,61,61,77.0,57.0,55.0,62.0,21.0,42.0,LM,Saudi Arabia,250000.0
27,61,62,73.0,33.0,43.0,58.0,58.0,59.0,LB,Saudi Arabia,230000.0
23,61,66,70.0,43.0,58.0,70.0,41.0,40.0,CAM,Germany,325000.0
24,61,66,63.0,43.0,49.0,56.0,57.0,76.0,"CDM, CM",England,275000.0
23,61,67,50.0,37.0,51.0,58.0,61.0,70.0,"CDM, CB",Austria,300000.0
26,61,63,71.0,58.0,46.0,59.0,22.0,55.0,"ST, CAM",Australia,300000.0
23,61,69,73.0,55.0,60.0,63.0,48.0,67.0,"CM, LM, RM",Denmark,375000.0
23,61,69,65.0,22.0,35.0,48.0,58.0,66.0,CB,Côte d'Ivoire,325000.0
25,61,64,77.0,63.0,51.0,61.0,20.0,65.0,"RM, ST",Saudi Arabia,325000.0
25,61,64,78.0,42.0,56.0,59.0,59.0,66.0,"CDM, CM",Côte d'Ivoire,275000.0
33,61,61,37.0,61.0,43.0,50.0,29.0,81.0,"ST, CF",England,160000.0
22,61,67,56.0,41.0,58.0,60.0,49.0,60.0,"CM, CDM",England,350000.0
21,61,73,68.0,49.0,59.0,62.0,50.0,70.0,"CAM, RB",Scotland,450000.0
25,61,65,69.0,27.0,30.0,38.0,61.0,69.0,"CB, RB",Korea Republic,275000.0
22,61,69,73.0,33.0,53.0,63.0,57.0,63.0,"LB, RB",Poland,325000.0
22,61,71,72.0,44.0,60.0,60.0,42.0,65.0,RM,France,400000.0
25,61,66,54.0,25.0,40.0,34.0,59.0,68.0,CB,Germany,275000.0
22,61,69,55.0,49.0,58.0,61.0,63.0,65.0,"CM, CDM",England,375000.0
22,61,73,80.0,56.0,47.0,66.0,23.0,61.0,"RW, ST",France,450000.0
25,61,61,74.0,44.0,58.0,61.0,57.0,62.0,"CDM, CM",Australia,220000.0
20,61,71,57.0,48.0,58.0,60.0,55.0,61.0,"CDM, CM, CB",Norway,350000.0
22,61,69,84.0,49.0,54.0,65.0,18.0,51.0,"LM, RM",Germany,375000.0
22,61,69,60.0,23.0,47.0,56.0,60.0,60.0,RB,Italy,325000.0
22,61,71,65.0,41.0,54.0,61.0,59.0,65.0,"RB, CB, CDM",Germany,350000.0
23,61,67,76.0,38.0,52.0,58.0,56.0,64.0,"LB, LWB",Wales,300000.0
22,61,70,69.0,60.0,50.0,57.0,36.0,72.0,ST,Cameroon,400000.0
22,61,66,66.0,40.0,53.0,55.0,59.0,72.0,"CDM, CM",Germany,275000.0
21,61,71,81.0,56.0,53.0,62.0,18.0,56.0,"RM, LM",England,400000.0
22,61,69,58.0,46.0,53.0,56.0,63.0,64.0,"CB, LB",Mexico,325000.0
26,61,63,46.0,61.0,59.0,60.0,49.0,61.0,"CM, CDM",United States,300000.0
20,61,74,67.0,51.0,58.0,64.0,42.0,59.0,CAM,England,475000.0
22,61,68,71.0,56.0,57.0,63.0,49.0,48.0,"CM, CDM",England,350000.0
22,61,67,75.0,56.0,57.0,66.0,35.0,38.0,"LM, RM",Poland,350000.0
24,61,63,68.0,47.0,54.0,62.0,60.0,61.0,"RB, CDM",Australia,250000.0
23,61,67,68.0,30.0,48.0,48.0,61.0,70.0,"RB, CB",Scotland,300000.0
24,61,65,52.0,37.0,54.0,38.0,60.0,68.0,"CB, RB",Denmark,275000.0
21,61,74,70.0,59.0,56.0,63.0,55.0,68.0,"CM, CB",England,475000.0
25,61,62,70.0,51.0,54.0,59.0,58.0,76.0,RB,Scotland,240000.0
21,61,71,67.0,49.0,59.0,56.0,58.0,67.0,CM,England,400000.0
21,61,66,84.0,55.0,53.0,61.0,31.0,59.0,"LM, RM",England,325000.0
20,61,74,69.0,52.0,59.0,64.0,44.0,61.0,"CM, CAM",England,475000.0
22,61,72,62.0,60.0,54.0,65.0,26.0,47.0,"CAM, LWB",England,425000.0
22,61,70,79.0,59.0,46.0,59.0,21.0,59.0,ST,England,400000.0
30,61,61,46.0,44.0,59.0,59.0,63.0,75.0,"CM, CDM",Northern Ireland,230000.0
21,61,75,51.0,37.0,46.0,48.0,61.0,66.0,"CB, RWB",Norway,500000.0
22,61,68,68.0,55.0,56.0,65.0,33.0,54.0,"RM, RW",Italy,350000.0
27,61,62,66.0,31.0,41.0,60.0,61.0,52.0,RB,Colombia,230000.0
24,61,66,71.0,56.0,53.0,63.0,49.0,60.0,ST,Colombia,350000.0
24,61,68,68.0,54.0,57.0,59.0,43.0,67.0,"CAM, CDM",Colombia,350000.0
23,61,63,73.0,51.0,61.0,61.0,52.0,66.0,CM,England,300000.0
32,61,61,52.0,59.0,39.0,53.0,31.0,77.0,ST,England,200000.0
25,61,66,42.0,60.0,44.0,55.0,30.0,69.0,ST,Argentina,350000.0
22,61,67,83.0,35.0,45.0,61.0,56.0,71.0,"RWB, RB",England,300000.0
23,61,68,64.0,57.0,55.0,63.0,59.0,62.0,"RB, CB",Switzerland,300000.0
20,61,69,63.0,33.0,58.0,49.0,61.0,57.0,"LB, CB, CDM",Spain,325000.0
23,61,65,57.0,24.0,39.0,37.0,60.0,70.0,"CB, RB",Australia,275000.0
29,61,61,70.0,42.0,57.0,64.0,63.0,64.0,"RM, RB, LB",Austria,250000.0
22,61,70,81.0,60.0,48.0,64.0,25.0,55.0,"LW, ST",England,400000.0
30,61,61,69.0,53.0,54.0,63.0,57.0,45.0,LM,Korea Republic,240000.0
23,61,67,65.0,52.0,57.0,66.0,37.0,51.0,"RM, LM",Denmark,350000.0
20,61,72,75.0,60.0,52.0,64.0,37.0,59.0,ST,England,450000.0
21,61,71,49.0,64.0,51.0,69.0,22.0,41.0,ST,Spain,400000.0
21,61,75,78.0,54.0,52.0,61.0,25.0,58.0,"RM, ST",England,550000.0
21,61,75,64.0,43.0,52.0,54.0,59.0,67.0,"CB, CDM, CM",Republic of Ireland,500000.0
25,61,65,55.0,25.0,31.0,37.0,64.0,57.0,"CB, LB",Italy,275000.0
20,61,74,69.0,47.0,58.0,67.0,37.0,39.0,"RM, CAM",Spain,475000.0
21,61,67,60.0,59.0,44.0,57.0,21.0,62.0,ST,Norway,350000.0
21,61,71,79.0,59.0,56.0,62.0,44.0,65.0,CAM,England,400000.0
18,61,75,79.0,60.0,53.0,59.0,41.0,48.0,ST,Liberia,525000.0
25,61,63,81.0,54.0,50.0,64.0,19.0,49.0,"RM, CAM",Saudi Arabia,300000.0
20,61,79,76.0,58.0,55.0,64.0,34.0,43.0,"RW, LW",Wales,550000.0
21,61,68,78.0,33.0,45.0,56.0,59.0,67.0,"RB, LB",Sweden,300000.0
20,61,73,65.0,23.0,42.0,58.0,61.0,65.0,"RB, CB",Italy,400000.0
22,61,65,65.0,62.0,50.0,61.0,22.0,46.0,ST,Spain,325000.0
19,61,73,74.0,50.0,60.0,65.0,39.0,55.0,CAM,Poland,425000.0
21,61,71,70.0,55.0,56.0,63.0,58.0,57.0,RB,England,350000.0
21,61,69,64.0,52.0,62.0,60.0,42.0,48.0,CM,Italy,375000.0
24,61,65,68.0,53.0,52.0,58.0,37.0,69.0,ST,Saudi Arabia,325000.0
22,61,72,70.0,52.0,56.0,65.0,54.0,63.0,"LW, CAM, CM",United States,425000.0
29,61,61,76.0,57.0,50.0,66.0,18.0,57.0,"ST, RM",Colombia,250000.0
23,61,68,60.0,64.0,49.0,60.0,21.0,52.0,ST,Spain,350000.0
23,61,69,63.0,30.0,34.0,40.0,60.0,65.0,CB,Turkey,325000.0
23,61,66,68.0,62.0,46.0,63.0,19.0,51.0,ST,Central African Republic,350000.0
21,61,72,74.0,34.0,48.0,64.0,56.0,66.0,LB,Mali,375000.0
21,61,69,72.0,56.0,60.0,66.0,58.0,48.0,"CM, LM",Mexico,375000.0
21,61,73,76.0,45.0,55.0,59.0,57.0,64.0,"RB, CM",Republic of Ireland,400000.0
23,61,70,72.0,53.0,58.0,63.0,55.0,66.0,"CM, CDM",Argentina,375000.0
21,61,69,65.0,58.0,58.0,63.0,57.0,68.0,CM,Republic of Ireland,375000.0
21,61,67,57.0,32.0,37.0,44.0,63.0,58.0,CB,Wales,300000.0
25,61,63,77.0,51.0,57.0,58.0,59.0,59.0,"LM, LB",Korea Republic,300000.0
21,61,71,56.0,41.0,49.0,54.0,61.0,63.0,CB,Mexico,350000.0
27,61,63,69.0,34.0,46.0,55.0,60.0,69.0,"CB, RB",Paraguay,250000.0
21,61,69,64.0,35.0,43.0,47.0,60.0,68.0,"CB, RB",England,325000.0
21,61,72,58.0,60.0,58.0,62.0,56.0,54.0,CM,Denmark,425000.0
31,61,61,58.0,55.0,54.0,58.0,54.0,80.0,"CDM, CM",Scotland,170000.0
27,61,62,78.0,57.0,42.0,60.0,23.0,65.0,ST,England,300000.0
28,61,61,68.0,57.0,62.0,68.0,48.0,58.0,"CM, CAM",Uruguay,250000.0
22,61,72,70.0,59.0,56.0,64.0,19.0,67.0,"ST, LW, RW",Bosnia and Herzegovina,425000.0
22,61,70,73.0,58.0,51.0,63.0,21.0,57.0,RM,Germany,400000.0
22,61,69,71.0,33.0,53.0,60.0,56.0,58.0,"LB, RB",Denmark,325000.0
21,61,69,71.0,52.0,58.0,66.0,36.0,51.0,"LM, RM, CAM",Germany,375000.0
20,61,70,61.0,55.0,61.0,66.0,43.0,43.0,CM,England,375000.0
21,61,71,72.0,50.0,54.0,56.0,60.0,68.0,"LB, CB, LWB",England,350000.0
21,61,71,69.0,51.0,56.0,61.0,56.0,64.0,"LB, CDM",England,350000.0
19,61,71,63.0,60.0,52.0,60.0,23.0,53.0,ST,France,400000.0
20,61,70,63.0,61.0,52.0,63.0,23.0,68.0,ST,Poland,400000.0
21,61,68,62.0,23.0,30.0,38.0,59.0,71.0,CB,Sweden,300000.0
23,61,68,63.0,50.0,55.0,59.0,63.0,74.0,"CM, CDM, RM",Argentina,350000.0
25,61,63,68.0,45.0,59.0,62.0,58.0,72.0,"CM, CB",Uruguay,300000.0
22,61,69,65.0,57.0,56.0,61.0,46.0,62.0,"RM, CM",Denmark,375000.0
21,61,68,72.0,49.0,54.0,61.0,58.0,56.0,LB,Mexico,300000.0
21,61,69,57.0,50.0,60.0,57.0,56.0,66.0,CDM,Russia,325000.0
20,61,72,63.0,26.0,41.0,45.0,60.0,69.0,CB,Norway,375000.0
22,61,72,68.0,55.0,58.0,67.0,51.0,48.0,"CM, CAM",Spain,425000.0
21,61,69,69.0,54.0,58.0,71.0,23.0,52.0,"LW, RW, CAM",Italy,375000.0
24,61,67,58.0,49.0,52.0,54.0,60.0,65.0,"CM, CB",Spain,350000.0
19,61,72,72.0,53.0,57.0,61.0,40.0,58.0,CAM,Australia,425000.0
20,61,71,70.0,29.0,48.0,55.0,60.0,68.0,"RB, CB",England,350000.0
20,61,71,69.0,54.0,55.0,63.0,54.0,58.0,"LM, CM",Norway,400000.0
22,61,66,71.0,46.0,57.0,61.0,58.0,61.0,"LB, LM",Italy,275000.0
25,61,66,63.0,28.0,33.0,35.0,60.0,67.0,CB,England,275000.0
21,61,74,68.0,55.0,57.0,64.0,42.0,61.0,"CM, LM, RM",Scotland,475000.0
21,61,71,73.0,56.0,57.0,60.0,50.0,57.0,"LM, ST, CAM",England,400000.0
21,61,74,53.0,33.0,43.0,45.0,62.0,62.0,CB,Australia,425000.0
20,61,71,59.0,50.0,58.0,63.0,56.0,62.0,"CM, CAM",Italy,400000.0
20,61,74,59.0,62.0,58.0,57.0,54.0,62.0,"CM, CDM, CAM",Russia,475000.0
21,61,68,54.0,60.0,46.0,58.0,22.0,67.0,ST,Argentina,350000.0
23,61,70,73.0,56.0,59.0,63.0,54.0,60.0,"LB, LM",Saudi Arabia,325000.0
23,61,69,59.0,52.0,59.0,56.0,57.0,61.0,"CDM, LM",Russia,325000.0
21,61,66,64.0,56.0,60.0,62.0,60.0,63.0,"CM, CDM",France,325000.0
19,61,75,64.0,43.0,57.0,60.0,60.0,71.0,"CM, CDM, RB",England,525000.0
21,61,71,70.0,58.0,46.0,59.0,18.0,56.0,ST,Argentina,400000.0
20,61,78,85.0,60.0,43.0,60.0,22.0,52.0,ST,Scotland,550000.0
21,61,73,77.0,55.0,54.0,66.0,19.0,58.0,ST,Argentina,450000.0
22,61,68,61.0,32.0,40.0,36.0,64.0,56.0,CB,Spain,300000.0
24,61,68,78.0,35.0,48.0,55.0,55.0,62.0,RB,Saudi Arabia,300000.0
22,61,70,72.0,34.0,42.0,60.0,64.0,43.0,RB,Spain,325000.0
21,61,67,79.0,44.0,53.0,56.0,56.0,68.0,LB,Sweden,300000.0
24,61,67,65.0,40.0,50.0,52.0,59.0,68.0,CDM,Argentina,300000.0
20,61,69,73.0,62.0,43.0,64.0,22.0,37.0,"ST, CAM, LM",Guinea,375000.0
19,61,75,74.0,46.0,57.0,60.0,53.0,71.0,"LB, RB",Scotland,475000.0
21,61,72,65.0,53.0,59.0,62.0,59.0,55.0,RM,Mexico,425000.0
20,61,74,64.0,34.0,58.0,56.0,61.0,67.0,"RB, RWB, CB",England,425000.0
26,61,63,71.0,41.0,52.0,55.0,56.0,63.0,LB,Colombia,250000.0
21,61,74,68.0,46.0,57.0,64.0,50.0,60.0,"CM, LM",England,475000.0
21,61,71,74.0,59.0,53.0,65.0,47.0,60.0,"RM, ST",Slovakia,400000.0
22,61,72,44.0,23.0,37.0,38.0,59.0,71.0,CB,Colombia,375000.0
23,61,69,85.0,55.0,46.0,66.0,20.0,53.0,"LM, RM",Argentina,375000.0
20,61,75,56.0,56.0,59.0,67.0,34.0,41.0,"RM, CAM",Turkey,550000.0
26,61,63,48.0,36.0,51.0,53.0,64.0,69.0,"LB, CB",England,250000.0
20,61,73,78.0,48.0,53.0,56.0,59.0,56.0,"RB, RWB",Scotland,400000.0
19,61,77,64.0,52.0,61.0,58.0,51.0,51.0,CM,England,525000.0
22,61,69,68.0,54.0,63.0,62.0,38.0,64.0,"CM, RM",Norway,375000.0
26,61,64,40.0,21.0,41.0,33.0,59.0,70.0,"CB, LB, LM",United States,250000.0
21,61,70,79.0,56.0,54.0,59.0,43.0,66.0,"LM, LW",Republic of Ireland,400000.0
18,61,76,77.0,62.0,47.0,65.0,26.0,45.0,ST,England,525000.0
26,61,61,75.0,56.0,55.0,64.0,36.0,60.0,"LW, RW",Korea Republic,275000.0
21,61,70,64.0,31.0,43.0,46.0,60.0,63.0,CB,Norway,325000.0
23,61,66,60.0,35.0,54.0,60.0,61.0,48.0,"RB, LB",France,275000.0
21,61,69,53.0,53.0,63.0,64.0,45.0,55.0,CM,England,375000.0
21,61,73,67.0,28.0,41.0,49.0,59.0,73.0,CB,England,400000.0
20,61,74,73.0,60.0,41.0,65.0,20.0,51.0,ST,Sweden,500000.0
20,61,71,83.0,56.0,44.0,61.0,19.0,61.0,ST,Sweden,425000.0
20,61,74,59.0,55.0,63.0,62.0,57.0,58.0,"RB, CDM",France,425000.0
23,61,64,52.0,24.0,32.0,42.0,60.0,66.0,CB,Saudi Arabia,275000.0
20,61,77,56.0,26.0,55.0,56.0,60.0,61.0,"CB, LB",Wales,500000.0
25,61,62,66.0,38.0,55.0,55.0,59.0,69.0,"CDM, CM",Saudi Arabia,250000.0
19,61,72,76.0,56.0,54.0,67.0,19.0,56.0,"RM, ST, CAM",Poland,425000.0
26,61,64,74.0,61.0,48.0,57.0,18.0,66.0,ST,Saudi Arabia,325000.0
18,61,73,75.0,54.0,54.0,64.0,32.0,56.0,"LM, ST",Norway,425000.0
20,61,73,63.0,55.0,62.0,61.0,49.0,62.0,"CM, CDM",Italy,450000.0
23,61,67,66.0,37.0,48.0,49.0,62.0,60.0,"CB, CDM",Australia,300000.0
20,61,76,66.0,45.0,57.0,65.0,35.0,59.0,CAM,Turkey,550000.0
22,61,66,79.0,59.0,48.0,65.0,21.0,53.0,"ST, CAM",Argentina,350000.0
27,61,61,72.0,49.0,54.0,61.0,59.0,64.0,"LM, LB",Spain,275000.0
20,61,71,51.0,25.0,41.0,45.0,58.0,68.0,CB,Belgium,350000.0
24,61,64,82.0,45.0,54.0,65.0,49.0,56.0,"LM, LB",Germany,325000.0
19,61,73,63.0,47.0,61.0,64.0,41.0,43.0,"CAM, CM",Netherlands,425000.0
21,61,69,75.0,29.0,45.0,57.0,61.0,58.0,RB,Poland,325000.0
19,61,77,66.0,45.0,62.0,65.0,40.0,46.0,"CAM, LM",Germany,550000.0
24,61,67,63.0,33.0,45.0,57.0,58.0,66.0,LB,Scotland,300000.0
20,61,70,71.0,59.0,43.0,59.0,27.0,67.0,ST,Russia,400000.0
28,61,61,74.0,60.0,54.0,64.0,56.0,68.0,"ST, LM, LB",Brazil,250000.0
23,61,67,64.0,29.0,38.0,40.0,65.0,57.0,CB,Spain,300000.0
20,61,77,73.0,57.0,50.0,64.0,22.0,58.0,ST,France,550000.0
20,61,71,71.0,46.0,58.0,63.0,37.0,45.0,CAM,Austria,400000.0
28,61,61,68.0,49.0,53.0,64.0,54.0,64.0,RM,Argentina,250000.0
23,61,68,60.0,62.0,43.0,55.0,25.0,64.0,ST,Spain,350000.0
21,61,73,63.0,53.0,55.0,63.0,51.0,62.0,CM,Denmark,450000.0
20,61,75,76.0,60.0,50.0,66.0,24.0,53.0,"LW, RW, ST",United States,550000.0
21,61,72,75.0,60.0,51.0,65.0,21.0,43.0,LM,Argentina,425000.0
20,61,78,67.0,51.0,61.0,65.0,49.0,55.0,"CM, CAM",Switzerland,550000.0
20,61,73,51.0,61.0,44.0,55.0,28.0,61.0,ST,Germany,450000.0
21,61,70,77.0,58.0,52.0,64.0,23.0,42.0,RW,Mexico,400000.0
22,61,69,72.0,58.0,49.0,64.0,26.0,50.0,ST,Germany,375000.0
20,61,73,69.0,59.0,56.0,60.0,21.0,65.0,RM,France,450000.0
20,61,72,66.0,35.0,51.0,61.0,58.0,53.0,"LWB, RWB",Germany,375000.0
19,61,76,83.0,49.0,56.0,66.0,37.0,48.0,"CAM, CM, RM",Scotland,550000.0
28,61,61,68.0,35.0,49.0,54.0,60.0,66.0,"CB, RB",Italy,200000.0
18,61,71,71.0,46.0,64.0,65.0,33.0,61.0,CM,England,375000.0
21,61,69,75.0,57.0,54.0,66.0,30.0,59.0,"ST, CM",Zimbabwe,375000.0
19,61,79,61.0,33.0,42.0,39.0,63.0,61.0,CB,England,500000.0
20,61,75,77.0,49.0,59.0,65.0,53.0,61.0,CM,Australia,550000.0
20,61,71,67.0,37.0,51.0,51.0,59.0,61.0,"LB, LM",Italy,350000.0
23,61,69,75.0,45.0,56.0,67.0,39.0,45.0,"LM, RM",Brazil,375000.0
19,61,78,62.0,41.0,57.0,66.0,58.0,59.0,"CDM, CM",Germany,500000.0
19,61,78,63.0,51.0,59.0,65.0,48.0,54.0,CAM,Germany,550000.0
20,61,75,71.0,36.0,56.0,62.0,54.0,74.0,LB,Argentina,500000.0
20,61,69,81.0,57.0,39.0,60.0,20.0,47.0,"ST, LW",Senegal,375000.0
20,61,66,68.0,57.0,55.0,67.0,28.0,45.0,"RM, LM",Cameroon,350000.0
20,61,69,64.0,57.0,53.0,66.0,29.0,52.0,"LW, RW, CF",Serbia,375000.0
19,61,77,59.0,51.0,56.0,71.0,40.0,41.0,CAM,England,550000.0
21,61,70,70.0,26.0,52.0,54.0,61.0,64.0,"RB, CB, CDM",Ghana,325000.0
21,61,69,66.0,54.0,60.0,59.0,44.0,55.0,"CAM, RW",Argentina,375000.0
24,61,68,73.0,57.0,41.0,55.0,32.0,79.0,ST,Norway,350000.0
21,61,69,61.0,65.0,48.0,59.0,27.0,48.0,ST,Spain,375000.0
23,61,67,69.0,61.0,48.0,56.0,22.0,56.0,"ST, RW",United States,350000.0
21,61,75,53.0,37.0,41.0,47.0,60.0,70.0,CB,France,500000.0
22,61,67,67.0,50.0,58.0,58.0,46.0,61.0,"CM, CDM",Vietnam,350000.0
24,61,65,66.0,58.0,39.0,58.0,20.0,58.0,ST,Korea Republic,325000.0
19,61,75,91.0,53.0,45.0,64.0,20.0,60.0,RW,Australia,550000.0
20,61,73,78.0,48.0,58.0,69.0,15.0,28.0,"LM, RM",Sweden,450000.0
21,61,73,73.0,32.0,50.0,57.0,59.0,68.0,RB,France,400000.0
22,61,69,62.0,27.0,38.0,44.0,60.0,67.0,CB,Sweden,325000.0
25,61,66,66.0,57.0,39.0,48.0,23.0,65.0,ST,England,350000.0
18,61,76,70.0,40.0,58.0,64.0,56.0,49.0,"CM, CDM",Australia,525000.0
20,61,71,77.0,46.0,59.0,61.0,25.0,46.0,"RM, CAM",Japan,400000.0
27,61,61,59.0,24.0,38.0,46.0,61.0,65.0,CB,Japan,210000.0
31,61,61,57.0,28.0,40.0,39.0,62.0,59.0,"CB, RB",Japan,170000.0
26,61,61,68.0,47.0,59.0,60.0,40.0,63.0,"RM, CM",Japan,275000.0
19,61,73,69.0,30.0,44.0,52.0,60.0,55.0,"LB, RB, RM",Japan,375000.0
20,61,74,71.0,38.0,42.0,60.0,59.0,62.0,LB,England,425000.0
28,61,61,68.0,54.0,55.0,67.0,33.0,47.0,"LM, CAM, LW, RW",Japan,250000.0
31,61,61,75.0,52.0,61.0,62.0,47.0,62.0,"CM, RM, LM, CAM",Japan,220000.0
19,61,78,72.0,33.0,44.0,47.0,61.0,63.0,"CB, RB",England,500000.0
30,61,61,60.0,51.0,59.0,59.0,46.0,65.0,"CM, CDM",Japan,230000.0
21,61,70,76.0,53.0,59.0,66.0,57.0,60.0,CDM,Japan,325000.0
28,61,61,67.0,61.0,44.0,60.0,20.0,63.0,ST,Japan,250000.0
20,61,75,77.0,49.0,59.0,72.0,52.0,38.0,"CM, RM, CAM",Ecuador,550000.0
21,61,69,72.0,30.0,39.0,41.0,58.0,73.0,CB,Brazil,325000.0
19,61,75,80.0,28.0,39.0,37.0,60.0,68.0,CB,Japan,500000.0
20,61,69,71.0,44.0,58.0,66.0,28.0,43.0,"CAM, CF, LW",Japan,375000.0
23,61,66,76.0,46.0,56.0,59.0,39.0,61.0,"RM, CM, CF",Japan,325000.0
30,61,61,57.0,44.0,46.0,56.0,58.0,85.0,"CDM, CM",Colombia,190000.0
21,61,67,73.0,49.0,60.0,61.0,55.0,61.0,CDM,Japan,300000.0
